campaign_id,user_id,activity_id,ctr,conversion,engagement_time
2246,799,1366,0.07331002014540099,1,11.27273106393965
2247,779,1053,0.04281204525291943,1,2.051171991323488
2248,808,1273,0.02505040756393784,1,7.112412864731848
2249,533,1160,0.06661013570866535,0,6.915744890388298
2250,643,1475,0.02559717726357522,0,0.2054248843084682
2251,129,1836,0.07434300799954349,0,7.133143602424577
2252,953,1692,0.07770170170814378,1,1.070735938652632
2253,444,1819,0.04444969882131549,0,2.170194703961365
2254,79,1274,0.07605807482995,0,1.678313146808394
2255,794,1785,0.0455697190796592,0,0.07035376803564714
2256,552,1176,0.005086321069531319,0,1.821921712109264
2257,159,1102,0.0320240625236022,0,2.112697594155864
2258,122,1147,0.05993466802199478,0,0.6224291911799548
2259,76,1892,0.02908714710133558,1,6.728756145099303
2260,747,1441,0.02544574453269666,0,4.397670810322038
2261,815,1701,0.05739852688365006,1,2.005033809805135
2262,858,1509,0.0994989377921504,0,2.088620986449805
2263,754,1721,0.07899203901562502,0,0.4291895718307586
2264,490,1130,0.04197944933963164,1,0.3335907547614447
2265,914,1042,0.03515681254357855,0,0.6254919637996842
2266,227,1868,0.05692142504224262,0,2.69319632215575
2267,432,1158,0.08446518126153965,0,0.6485219199655906
2268,605,1408,0.05608368190922904,0,0.07100608879885241
2269,918,1702,0.01733076078386907,1,3.966091031102955
2270,476,1542,0.01868177355083038,0,1.814643642135297
2271,263,1384,0.08240641993400871,0,5.642534219339959
2272,325,1970,0.05559549936541298,0,1.289520225704608
2273,84,1336,0.02825087823707766,0,2.805482607302515
2274,127,1246,0.08690701422395182,0,5.055728717762085
2275,31,1565,0.006339474656084443,0,6.487124392152718
2276,197,1406,0.07942657878823679,1,1.238021315020653
2277,283,1709,0.052001513983085,0,4.770409461447923
2278,971,1012,0.0667085776128102,0,7.889873351082104
2279,389,1472,0.006165157410549594,0,0.6519224820424219
2280,487,1785,0.03956459192887572,1,2.190919025092073
2281,882,1417,0.0875709551006368,1,11.41867810606569
2282,466,1835,0.03420207049783758,0,0.213249625588492
2283,980,1805,0.0444103299292715,0,5.250503394058484
2284,592,1429,0.06613106612074139,0,0.9978214489843995
2285,958,1564,0.08379320001087626,0,13.32696527262416
2286,627,1917,0.08309562540586399,0,2.957484308204211
2287,71,1098,0.01785959378438534,1,18.09852289786841
2288,164,1250,0.02685855544153221,0,1.332322356749238
2289,955,1578,0.0009155179279667358,0,2.510488684465498
2290,651,1160,0.07615955444736155,0,3.778771708310958
2291,212,1067,0.07745982163381465,0,8.620396126009911
2292,613,1577,0.08745984071095526,1,8.812316557980282
2293,790,1346,0.02766630244970678,1,6.642508087912987
2294,642,1937,0.0519669569233371,1,0.9731893860897828
2295,840,1727,0.05858973660085927,0,0.2173245252773986
2296,153,1085,0.01628993312134483,0,4.590373219061919
2297,277,1265,0.00824626983637844,0,8.907063238249593
2298,160,1148,0.01865188469381258,0,0.5404315006569547
2299,686,1768,0.06161093654194613,0,8.341219948073643
2300,617,1264,0.06538242663539796,0,3.683801629010656
2301,863,1847,0.067719198655468,0,0.7750803642781143
2302,48,1241,0.005860669091365867,0,5.449936483743957
2303,121,1749,0.07193996420255727,0,5.718677178633288
2304,362,1304,0.07632631192792823,0,6.642148953380565
2305,421,1029,0.08867541932740679,0,6.239889139443878
2306,435,1538,0.05066498746420696,1,0.5836106255224671
2307,833,1202,0.07510997939193982,1,3.950665463984111
2308,126,1495,0.03791024451804519,0,0.1997178688466996
2309,571,1560,0.01613835812670314,0,2.430493517068689
2310,619,1654,0.02125379637440131,0,0.3855380091723697
2311,95,1247,0.07684028131232468,0,1.84232063527656
2312,330,1579,0.09545336653620531,1,3.667526322228881
2313,96,1111,0.09561597385378828,0,0.8471815410090361
2314,16,1542,0.08359871353774606,0,8.58599068262187
2315,689,1068,0.0578728092307773,1,1.756215980858184
2316,841,1775,0.04035787472952973,0,15.69705182441215
2317,601,1192,0.03470497127053245,0,5.325230991485286
2318,299,1776,0.0188853719043208,0,0.7454813056159939
2319,341,1714,0.01805692687046077,0,0.6433016687931398
2320,323,1788,0.0886638450017568,0,0.7254417803827176
2321,153,1725,0.01486380930057928,0,6.419175336123338
2322,791,1487,0.08018410024137625,0,0.5621515823454497
2323,404,1004,0.0001533669359360612,0,12.11010100909753
2324,50,1125,0.05973257375796153,0,10.59550057554007
2325,550,1235,0.04481582059328441,0,2.460831479955878
2326,995,1028,0.02104379303210678,0,4.903058270751187
2327,874,1897,0.05605170166891459,0,5.670655462442086
2328,811,1653,0.0884365567226456,0,8.213175997255545
2329,969,1603,0.009546585004876307,0,4.287625221651913
2330,946,1353,0.04007967630638859,0,3.151084098776836
2331,281,1143,0.08823747329024924,0,14.39389790224033
2332,812,1844,0.00751016268416781,0,8.1503483205288
2333,166,1742,0.05555588874287688,1,2.490215042074291
2334,343,1669,0.03930977116951036,0,18.09476633160673
2335,394,1834,0.07028239993896933,1,3.5853512225516
2336,809,1373,0.08519216789321711,0,5.425701959842647
2337,471,1862,0.01162219247119796,0,1.691300055511895
2338,282,1399,0.04253436554784354,0,4.744558165179223
2339,912,1777,0.007004199875743445,0,6.037525297155114
2340,589,1681,0.03466945134157064,0,3.349563702723699
2341,918,1412,0.06765257276486115,1,7.276482857945417
2342,535,1795,0.09611892227759833,0,3.600404035876493
2343,366,1309,0.06360326681719013,0,3.672652265915637
2344,453,1120,0.01041438833663773,0,15.22842152368904
2345,251,1569,0.02341389662073796,0,3.371639907636407
2346,121,1257,0.05354870274247619,0,0.679483835112322
2347,774,1189,0.05476635322458495,0,0.3324789353188328
2348,465,1598,0.05006624172296164,0,5.225930374564816
2349,898,1650,0.04918767574981982,0,8.439535311078721
2350,451,1466,0.03234554736226077,1,3.008982896245058
2351,252,1128,0.006191308765858505,0,7.735661124143228
2352,752,1605,0.03714731293543213,0,8.215551727747505
2353,290,1372,0.07626083708293291,1,20.87888459427984
2354,334,1368,0.02470523956687242,1,1.791191427550061
2355,814,1693,0.0169881199639378,0,6.321622046611886
2356,835,1632,0.0984938077339444,1,2.164620302749487
2357,151,1031,0.07986833715635731,0,4.723111256462593
2358,698,1745,0.03916502076953129,0,3.794672834151686
2359,418,1330,0.0842581758838875,1,3.110794069742822
2360,776,1613,0.07953369505326696,0,6.293227137921196
2361,425,1127,0.09504896659604116,0,0.7223062974766531
2362,182,1903,0.08868321516309595,0,0.1819310958544965
2363,148,1016,0.03874920504150634,0,9.932943450110997
2364,498,1675,0.01635814524285815,0,6.796341546241289
2365,533,1336,0.09766268034963756,0,10.15763762797315
2366,274,1885,0.009850131145869268,0,22.83787644492847
2367,997,1723,0.05915390672934141,0,2.45674359556484
2368,978,1581,0.09558260305921568,0,0.2281690305033033
2369,589,1818,0.04008774142517916,1,0.2600256902052948
2370,116,1788,0.09178445329201465,0,15.18926869396397
2371,923,1942,0.06681027285681311,1,7.285964333095793
2372,218,1396,0.08652879578939493,1,0.4268144485081218
2373,284,1648,0.0841016821240416,0,7.820157714689676
2374,472,1517,0.04505126263969164,1,0.5907349151731869
2375,927,1644,0.002247012942708737,0,1.872349711710491
2376,593,1883,0.01995317662196324,0,4.308947294946412
2377,637,1897,0.007799168590403804,0,1.282267364766704
2378,891,1719,0.04180697161025531,0,4.57614090155852
2379,260,1220,0.03886887148806752,0,5.592792666775235
2380,227,1172,0.09870759439409876,0,4.282841115387782
2381,843,1615,0.06168634212592331,0,6.679993348633412
2382,327,1776,0.09226019137331698,0,1.859983255585046
2383,558,1191,0.03498418927006913,0,3.948177104952161
2384,187,1162,0.01694716147875879,0,0.2470362268392612
2385,301,1919,0.0929051944347664,0,6.189768345053199
2386,924,1109,0.01276697052221281,0,18.11681852788395
2387,941,1191,0.0877152103863939,0,24.65409361394066
2388,772,1048,0.02634092313326478,0,9.893627778598992
2389,975,1980,0.03177256829683058,0,6.526225785554681
2390,969,1471,0.03697064618569593,1,4.100461621161547
2391,321,1460,0.03093694107209417,0,0.3592600864672948
2392,531,1647,0.07957849191150276,0,0.08939919256622479
2393,489,1717,0.04130822302813056,0,5.830117408199371
2394,581,1567,0.0651579300704744,1,7.913107221395121
2395,968,1680,0.0954006991721867,0,10.53201214590307
2396,915,1273,0.03909073817303713,0,5.988957881839715
2397,836,1896,0.00971138968844918,0,1.748403302787081
2398,514,1827,0.07572852358578663,0,2.566970227953119
2399,684,1037,0.05439775775493523,0,5.235102171839808
2400,865,1007,0.05380399218888662,0,7.005462379259255
2401,453,1079,0.08167979096532062,0,1.781048285063033
2402,701,1244,0.04038208944154061,1,5.83741302861466
2403,301,1080,0.03802160860344399,0,5.005377933945278
2404,95,1462,0.009186741396539655,0,5.27936932938
2405,84,1839,0.0460764844239934,0,5.101327292652567
2406,195,1701,0.06977146384542575,0,0.9640821021429151
2407,122,1633,0.04340795397461775,0,2.755135988168847
2408,125,1263,0.0731828814343735,0,4.018796186600891
2409,377,1651,0.04129328578763586,0,2.029650343700274
2410,490,1669,0.08400107647537575,1,0.927206683577383
2411,637,1097,0.097930286591167,1,4.168580442899
2412,264,1854,0.03920711841830563,1,5.555567604847079
2413,236,1963,0.0788003333399269,0,2.423178902403278
2414,223,1547,0.005243623420311938,1,4.760618501961347
2415,120,1956,0.08717314906563513,0,4.485345359052475
2416,914,1776,0.0734870562005106,0,5.30071125752012
2417,539,1168,0.0385356147114622,0,2.476048188802213
2418,839,1813,0.0209975311787665,0,2.797142900431142
2419,437,1653,0.002733773786021687,0,1.417699036457601
2420,638,1896,0.03805048720186275,1,3.741270579559663
2421,781,1666,0.02083211303940147,0,3.15585134120647
2422,917,1214,0.04651133620543024,0,12.8716970009335
2423,943,1339,0.01165859194055875,0,1.160725155224273
2424,196,1868,0.02943717385355626,0,6.520636992706511
2425,255,1752,0.02881487908616423,0,18.75881426165282
2426,255,1911,0.06195002480278886,0,1.148053117397865
2427,985,1145,0.05177876452547995,0,8.285811055972308
2428,660,1542,0.005667700919924634,0,1.151475265267513
2429,244,1828,0.001241536859655745,1,2.729050629797499
2430,942,1914,0.00377258887672669,0,7.657724783677462
2431,835,1833,0.04612763715599959,0,5.804330400941896
2432,143,1124,0.0636582834504085,0,2.999247180534687
2433,121,1931,0.0755079470984545,0,0.1434084995634501
2434,841,1663,0.00531719866363305,1,14.48804022768716
2435,901,1646,0.02060263149243377,0,24.0866717456981
2436,48,1099,0.04073648603331891,0,4.362131723653783
2437,366,1318,0.08552748399721279,0,20.68100423237555
2438,836,1455,0.02982113620914849,1,9.275163283138282
2439,796,1230,0.01619422851666055,0,3.719183819416316
2440,91,1769,0.02591411897785172,1,16.69635012249841
2441,116,1400,0.01306554931591054,0,9.298136714737872
2442,652,1766,0.08688133058087082,0,0.777081354774078
2443,958,1380,0.06727229112106277,1,3.118506518479879
2444,52,1936,0.06968363716445868,0,8.079607820284528
2445,608,1145,0.07762561091791,0,1.143127729115391
2446,297,1838,0.05857818648447108,1,7.757177773234942
2447,693,1616,0.05591162133826708,0,1.201268521542303
2448,923,1668,0.03800494324014123,0,7.98169261675632
2449,227,1121,0.08680827416851812,0,11.77128006193053
2450,103,1561,0.005194136543216888,0,0.5412745066188555
2451,189,1480,0.01993881608103394,0,14.49191986031422
2452,449,1682,0.03897183059770442,0,1.41994275392884
2453,529,1997,0.04390732884361136,0,5.802818155944113
2454,718,1855,0.08616858069729602,0,0.4524153893436477
2455,507,1775,0.07434533153074416,0,4.061601555942374
2456,607,1152,0.03549236291073345,0,3.216599457992201
2457,166,1615,0.09845002185101331,0,0.5770390726654766
2458,625,1975,0.01201802407419278,0,5.53822883964034
2459,589,1795,0.09638461150995403,1,0.0692726769063758
2460,369,1711,0.02669711525754104,0,1.839553545337598
2461,623,1458,0.09771839420528684,1,1.552872550871756
2462,765,1195,0.0849852353364592,0,2.522689594128358
2463,491,1374,0.01901694906719822,0,4.609245739198786
2464,509,1163,0.04612640187677896,0,1.247052474077897
2465,649,1063,0.04930267259765529,0,7.571479350158146
2466,366,1542,0.0747355389782192,0,7.503405171591506
2467,628,1630,0.04224998557219251,0,3.748230444657685
2468,920,1941,0.02871557951668886,1,1.873458200725291
2469,331,1661,0.01231117921411062,1,17.68516103153762
2470,51,1592,0.08397165156731119,0,3.922867957849535
2471,875,1232,0.01633149830487296,0,0.8732942604151852
2472,675,1976,0.04465823225050791,0,2.180578722122879
2473,338,1616,0.009239828178286535,0,1.58674077175129
2474,269,1518,0.0789110348673549,0,3.68732823234223
2475,614,1778,0.013444116657724,0,1.476538060272863
2476,14,1866,0.02178276826596021,0,0.5704981787870574
2477,212,1397,0.06684365121536384,0,4.665722850308979
2478,915,1435,0.00877285760249591,1,3.813205328146396
2479,968,1042,0.03994359019567935,1,0.2797129015782264
2480,588,1741,0.0842985574903031,1,0.5248741864655089
2481,987,1528,0.07834036889181278,0,3.476946385285555
2482,947,1023,0.01813123345272908,1,9.86293218624176
2483,148,1656,0.08014029306517906,1,0.7539654264293911
2484,623,1719,0.05238269755627017,0,0.7243339534332767
2485,985,1315,0.05306282249725702,0,0.2730596349535355
2486,494,1921,0.09386999477191278,0,1.035459755432995
2487,689,1756,0.06123511118885697,0,4.051090019013047
2488,355,1785,0.07781613373541767,0,0.0724299845856897
2489,35,1102,0.07597227339165992,0,14.03692848158321
2490,54,1485,0.0848740416497914,1,0.214000965386616
2491,607,1407,0.09025400669465962,0,2.447740217761625
2492,187,1874,0.03374054839174506,1,12.25194993939083
2493,163,1885,0.005939173615016113,1,3.32108057777519
2494,322,1688,0.08286299188220503,0,10.85451843930261
2495,441,1933,0.01617533073104779,0,4.006070900259982
2496,908,1264,0.04595003305549231,0,0.1263782685220368
2497,388,1496,0.01853979169345291,0,3.207433045400156
2498,401,1439,0.03040911067674996,1,3.476261600327406
2499,167,1776,0.01947242335206785,0,13.57570847349225
2500,494,1595,0.08524972307889478,1,1.037722848270016
2501,576,1238,0.01792005045843969,0,1.160803772337174
2502,288,1021,0.04451836354860766,0,0.1170594467097886
2503,287,1633,0.006569342508201382,0,2.631436228880087
2504,954,1574,0.003187374174873336,0,4.962388674233166
2505,595,1956,0.07615641536727563,0,6.922935058213055
2506,236,1973,0.01675114051622198,0,2.507643178729408
2507,474,1307,0.03421158275240778,0,9.982452191304251
2508,531,1664,0.03762692490502202,1,0.7079678169984169
2509,806,1414,0.02902021055788983,1,1.127780062630295
2510,330,1472,0.08387663605032207,1,3.932554635430888
2511,122,1102,0.09408616056967994,0,14.15878243603886
2512,456,1345,0.08754189968303976,0,7.446239013327532
2513,70,1360,0.02368479719325167,0,3.273041904790679
