activity_id,category,name,price,duration
1037,Adventure,Itself live value.,75.19444830254587,4.923390587114747
1038,Culinary,Size area.,122.96142623370301,3.3580499543578357
1039,Cultural,Single force.,94.76662028651596,3.168825761705609
1040,Relaxation,Table sound mouth.,87.41227946428572,3.234638015067077
1041,Relaxation,Baby song clear.,103.04668809506512,4.9876803289151175
1042,Culinary,Sense young hear.,71.79635181974322,5.832184328796494
1043,Cultural,Eye possible out.,199.53399438219984,2.014049845221116
1044,Culinary,Down stock cell piece.,190.9210466535573,6.049574431039372
1045,Culinary,Result improve.,55.25448578903187,1.3556766249213354
1046,Adventure,Nature air.,81.13577336440679,3.1463455040057053
1047,Relaxation,Debate marriage.,178.182907302829,2.4375923017190693
1048,Culinary,Audience prepare.,104.64522308567612,6.4596265327075635
1049,Adventure,Authority.,81.05486995629164,2.7382150890145756
1050,Adventure,Might bag more.,72.10679505023148,6.944690141392784
1051,Adventure,Production goal rich wonder.,180.08938876460383,3.2961426320557896
1052,Relaxation,Party memory can.,99.45367391505586,6.766749403215315
1053,Adventure,Line run probably whether.,86.1835594078787,4.691311794082721
1054,Relaxation,Rock now.,88.089116847192,2.1331500042683116
1055,Relaxation,Current station.,122.11124369998281,4.352622534580655
1056,Adventure,Father drug.,95.68057509839213,6.5124067857707155
1057,Adventure,Economic war another.,190.19183938735358,1.3290839731294966
1058,Relaxation,Paper up question.,77.32548319834714,1.0594125835955965
1059,Cultural,Two.,95.78592229576158,5.572583485432184
1060,Adventure,Bill lawyer.,89.40453653374777,5.473539025484052
1061,Relaxation,Want magazine fear.,191.21104716073003,1.9963751261164249
1062,Adventure,Right wear stay above.,185.74553742739846,2.2496838414789977
1063,Culinary,Cultural piece.,112.06999254714933,5.439550203187955
1064,Adventure,Country raise.,97.3273085053579,6.69177250823028
1065,Relaxation,Space contain budget.,198.91539087652714,2.471639568003179
1066,Culinary,Themselves morning.,115.70094122428343,3.2451354207324754
1067,Adventure,Born new.,191.40133837251386,2.678346292018448
1068,Relaxation,Face suggest.,149.83260109712427,1.0239520936057813
1069,Relaxation,Affect order.,90.26796682402437,6.325006752599134
1070,Culinary,Wife.,186.9766634737596,5.03201941772171
1071,Adventure,Truth on public.,147.87521224935006,4.370843137500815
1072,Relaxation,Town really per.,168.28744920552882,1.1696825285941914
1073,Adventure,Hundred however policy.,87.45276661318411,7.341455574449416
1074,Adventure,Technology age economic.,126.41712412049154,2.2127020064983265
1075,Relaxation,My perform kitchen.,175.00172207635472,4.228658995299568
1076,Culinary,Drive drug hot.,187.61683226403332,7.048259564757184
1077,Adventure,Red loss.,142.6050387415413,2.050297620488688
1078,Relaxation,Order mission.,128.84832037122908,7.17811749449602
1079,Culinary,Near peace.,71.41045273251902,1.7893615772805291
1080,Cultural,Old wind.,150.67556117274626,6.628211558405965
1081,Adventure,Third authority.,174.0505426318112,5.9115785749466685
1082,Culinary,Senior style.,69.95490718866442,3.8300379990197024
1083,Culinary,Structure star.,59.64053747341654,5.255103607394736
1084,Culinary,Put member.,187.01353979000544,2.462742674186129
1085,Culinary,Economic which.,82.05203866006129,3.234119250117911
1086,Adventure,Top research my.,62.97740671501796,4.461174082179309
1087,Cultural,Hot bring.,78.23442167129976,1.1013876746991236
1088,Culinary,Citizen find beautiful.,140.9226431646834,3.8855296636930485
1089,Culinary,Ok material.,191.61775236197582,3.038590185524758
1090,Relaxation,Than reveal.,115.82057140277577,5.4262143669390355
1091,Cultural,Visit institution this.,58.74656281963076,3.7309869446731088
1092,Culinary,International bank.,156.56884687868325,7.87196036150803
1093,Adventure,Drive politics sometimes.,105.29097123771385,2.9063188156497985
1094,Adventure,Bad student resource.,191.63457356887824,6.025945545366224
1095,Adventure,Billion concern.,136.12272666446592,1.204505012769515
1096,Cultural,Gun some foot.,188.20958805343523,7.1058147052016905
1097,Relaxation,Father we arrive.,178.08282823346656,4.036456137387934
1098,Relaxation,Card hot.,114.96381556985979,2.516090617077988
1099,Adventure,Energy experience course wrong.,100.02785793106139,7.887054234273605
1100,Adventure,Soon child candidate.,56.55121744595008,5.110469422906707
1101,Relaxation,Floor especially capital.,113.46493430390957,2.300201585570779
1102,Culinary,Defense positive.,133.0194639288441,2.545567506499463
1103,Relaxation,Suggest card whole.,102.81385800515066,2.30981457716212
1104,Culinary,Against nice food daughter.,130.71014836049608,2.6170566432618902
1105,Adventure,Office race organization.,57.58671404056386,3.7081316102637807
1106,Adventure,Safe never education.,112.84195930341386,4.749602880969201
1107,Adventure,Within response.,166.43276589969486,6.467933111107194
1108,Culinary,Picture nature.,157.19783201220503,4.5938866464642825
1109,Adventure,Development.,133.39398377245047,1.2988523200731263
1110,Adventure,World well.,134.6000032702691,5.054576580849458
1111,Culinary,Brother political positive.,118.21268814989504,2.109871052870468
1112,Culinary,Establish behavior current.,59.29516539521085,2.8388497618801773
1113,Relaxation,Course look.,177.26949198056946,1.410466598348667
1114,Relaxation,Nor order toward.,132.88484408844948,4.300596115826724
1115,Adventure,Research child fish.,75.85502264600068,2.8703938387784054
1116,Adventure,Production suggest.,144.20000279592438,7.639013784423335
1117,Adventure,Become specific.,122.84110154734138,6.436382972759061
1118,Relaxation,Likely.,64.61338963668562,1.825712566141402
1119,Relaxation,Civil there represent.,196.07753720654398,4.9136187581132305
1120,Adventure,National.,94.45510082375661,6.956678649953923
1121,Culinary,Us during.,154.71597276872632,1.9996050260699219
1122,Relaxation,Administration sound want.,102.48463379999934,1.747793457511912
1123,Culinary,Happy foreign say.,181.01483193324273,5.497143620082825
1124,Adventure,Note.,179.5627988141395,3.7912722363765345
1125,Adventure,Carry why court.,110.08733361995073,2.732662803543495
1126,Relaxation,Same after but call.,102.7479724219375,6.1707963458261315
1127,Cultural,Five.,54.11044532555961,6.865344763231496
1128,Culinary,Four.,78.39325287377591,7.731459136364817
1129,Cultural,Mission amount church forward.,66.70523602299122,5.872304384262257
1130,Culinary,Turn size room.,67.07423935207942,4.172775891716017
1131,Cultural,Travel perhaps.,138.11380183336644,3.8984238171111176
1132,Culinary,Move say.,83.40019607829775,4.541410850128132
1133,Relaxation,Indicate child happy.,85.52976265597974,3.699542267613307
1134,Relaxation,Show pretty center.,156.24130217091835,4.785203919044289
1135,Adventure,Food simple.,53.805029385593954,3.6082068232006317
1136,Culinary,Onto.,55.91916091647785,1.2162044203791023
1137,Relaxation,Once teacher.,72.4113470607844,1.8931779902823687
1138,Culinary,Have civil.,112.03312279365795,1.6184305751648367
1139,Adventure,Through actually.,119.25155295013136,4.538208335260946
1140,Adventure,Citizen inside.,62.22501749679661,7.657404708211129
1141,Culinary,May town social.,133.53779323760276,1.8469646543459817
1142,Culinary,Car along.,56.641070217442504,2.5072084398642174
1143,Relaxation,Lay guy.,161.55941012698366,7.643034962787933
1144,Culinary,Science could.,179.16744590393606,3.55744740498121
1145,Relaxation,Weight issue town toward.,52.80061500118517,1.6168811181596734
1146,Relaxation,Group economic.,61.2536252072908,4.117305803632397
1147,Cultural,Toward several most.,116.42115536811079,5.066943349103282
1148,Culinary,Instead very.,128.1047186328093,4.735343189074202
1149,Culinary,Phone total.,159.06674788978452,1.862358993792688
1150,Adventure,Clearly job.,75.44961544942343,4.610441897751377
1151,Culinary,Instead wrong discover.,139.86253989230337,7.120632109041512
1152,Cultural,Inside fill.,70.07168643884266,4.644887723126535
1153,Cultural,Easy them.,136.45571621968853,4.522481853159524
1154,Adventure,Heavy feel cover remember.,131.47315554755494,2.8127496075128318
1155,Adventure,Challenge around.,181.26705898805926,5.625098069444846
1156,Adventure,Various society.,171.47435533699223,2.8108267048488704
1157,Adventure,Method generation.,63.07570285166663,7.25434692029078
1158,Culinary,Sea room.,87.83061331571594,5.979952666132789
1159,Cultural,South billion.,102.48487172885257,7.344461979755188
1160,Culinary,Mother.,59.153036646346536,1.2465204156856937
1161,Adventure,Box where.,66.26773775564112,4.1490588886601225
1162,Adventure,Building improve time.,106.84533899543426,2.2188419318781243
1163,Adventure,Night than vote.,97.57745757642846,2.5009977807219914
1164,Relaxation,Study house.,186.44112697775222,5.530322908445846
1165,Cultural,Five executive more.,118.82126324245152,5.231446855732979
1166,Relaxation,Bit prove avoid never.,90.01050471516683,3.670789478185466
1167,Adventure,Organization war approach.,138.6647824240875,3.691896415381823
1168,Culinary,Past.,171.88126781724725,3.456570172943899
1169,Relaxation,You never miss.,124.63053991904503,1.6719548354631704
1170,Adventure,Upon figure painting.,103.4289372515141,4.339475506569474
1171,Culinary,Myself less able.,192.83746779679802,7.639166203797955
1172,Culinary,Let decade.,54.65503813704654,5.476046620572455
1173,Cultural,Program conference manage.,142.16576309894367,4.469626322640927
1174,Adventure,Thing.,112.73205205688456,3.943374759095792
1175,Adventure,War control sea.,157.06858599937075,7.556726686048377
1176,Cultural,Result try Republican.,103.03266465096365,1.2247884711805404
1177,Cultural,Least society.,140.04222557181865,5.036564936749567
1178,Relaxation,Road while peace.,157.47588591251588,6.082914203163945
1179,Relaxation,Cup on.,101.39679254732238,2.0078974381528063
1180,Culinary,Partner six.,105.78053956061208,3.095317823826722
1181,Adventure,Walk understand system.,95.66021339209317,7.882481944659292
1182,Cultural,Radio.,156.22957250857007,5.576591531306731
1183,Adventure,Radio push worker.,197.87766838127212,1.7975234403240887
1184,Adventure,Report understand.,194.56196171785442,5.516632165333964
1185,Relaxation,Item.,81.13462842013817,4.177497509145626
1186,Culinary,Argue best fire.,146.32299485342006,7.605079869267335
1187,Culinary,Should side.,159.2245568485713,1.409473069031926
1188,Culinary,Nation table dinner.,56.51166879302292,4.050661611452198
1189,Relaxation,Put product.,97.18561607068591,5.094425856404069
1190,Relaxation,Reach Congress pretty close.,89.99389785042018,6.104484156667485
1191,Culinary,Good.,118.41007023597577,3.4063935077796623
1192,Relaxation,Song main.,158.89218879015533,6.558991278957075
1193,Cultural,Try then.,164.28580770910463,7.563631047794886
1194,Adventure,Manager history.,74.19332018537483,3.423889428227766
1195,Culinary,Team garden join.,62.08147652341937,3.239401331292685
1196,Adventure,Not can.,139.99259046684554,3.155307571530703
1197,Adventure,Hundred president.,111.22297665769574,6.18569411668609
1198,Cultural,Table senior.,77.85382290436318,4.642622727341708
1199,Culinary,Nearly animal recently.,87.06396610384189,6.26885357662618
1200,Adventure,Clearly yet actually.,105.90395010150033,4.714390887309808
1201,Cultural,Early beat.,137.58080591072502,4.789801157450107
1202,Culinary,Nature leg push.,170.54849321836383,6.241726756309241
1203,Cultural,Could party.,96.23235612067879,5.572200204756978
1204,Culinary,Effect themselves.,76.97818625449032,1.9545843031639976
1205,Adventure,Front.,71.97996634281242,5.560003118258379
1206,Culinary,Site should.,168.04169916116228,5.306847501514969
1207,Culinary,Society red.,174.22536798496444,3.9349658668639966
1208,Cultural,Bill war front.,135.63790608423258,3.864824417063967
1209,Adventure,Economy.,105.09794094492482,3.7174783914859066
1210,Relaxation,Might rock.,88.94223344976419,6.146780496977177
1211,Relaxation,Learn.,117.13606534841685,1.31683581420778
1212,Relaxation,East special school.,198.00729735793925,7.213672667547751
1213,Cultural,Summer though seem.,127.32397718587356,1.4081404204602022
1214,Relaxation,Together leave himself.,94.22083257952573,1.3292353636461942
1215,Adventure,Interesting event pull.,153.63667498177347,4.000315970223764
1216,Cultural,Cultural cover protect cut.,179.03019801074268,1.3040357189451282
1217,Cultural,Measure hear ask.,118.97143862727887,7.173884019109139
1218,Cultural,Lose green smile.,91.45173225150324,7.0099255384905454
1219,Adventure,Coach career provide.,116.5234635375154,7.724028976334943
1220,Culinary,Name long.,198.7816863707978,3.3427021708174305
1221,Cultural,Pretty garden.,70.43411017493315,3.719238064518545
1222,Relaxation,Decision challenge.,97.22437658322741,3.718069839943509
1223,Cultural,Produce image me.,146.94789990675162,3.3828561900961263
1224,Adventure,Wait dog.,132.4993176824348,6.6578780724044115
1225,Culinary,Bank name your.,196.07932328449905,6.336141010320026
1226,Culinary,Drug card.,151.56050577607144,4.689840478915924
1227,Relaxation,New agent once.,155.5071431721197,4.3920925622530085
1228,Cultural,Student meeting.,98.11497794576955,6.944014111217459
1229,Adventure,Food will.,170.6971460209528,7.687681461360935
1230,Relaxation,Step business deal.,134.52894808849078,3.420848525587331
1231,Culinary,Civil group.,113.37062478079523,6.974236112718221
1232,Cultural,Between entire.,66.90495873699493,4.353736602304724
1233,Adventure,Everyone collection its.,160.1427634120637,2.490770954850979
1234,Culinary,Could another.,156.98655295379496,4.101785654664575
1235,Culinary,Thus.,146.61121464481784,2.606584003566491
1236,Culinary,Before official responsibility walk.,69.70146408470168,3.749263876186976
1237,Adventure,Type less matter.,134.96885979561728,7.935858430042489
1238,Relaxation,Man Mrs like lot.,87.55653897020426,4.043080103795975
1239,Adventure,Air nation hundred.,83.24972941965817,1.6679336823597652
1240,Adventure,Sea place.,180.21065074122018,1.383945253076487
1241,Relaxation,Food employee.,127.1564539196383,1.375957686028252
1242,Relaxation,Officer reality.,94.84741238727656,7.532129670918986
1243,Adventure,Range vote.,74.01738084745334,2.827530716467662
1244,Culinary,Strong budget follow.,126.40465713476777,2.6100268810394507
1245,Cultural,Like.,181.24535623679395,7.869449207664653
1246,Cultural,Industry mean force.,94.88815574742699,5.9048985062350345
1247,Relaxation,Plan move maybe thank.,183.42420429639765,5.837113663399856
1248,Relaxation,Specific.,143.73975868806758,4.472606202829589
1249,Adventure,Tonight someone describe think.,80.64897299007212,7.641130626024092
1250,Relaxation,Spring environment.,153.05608065268675,2.87585448528054
1251,Relaxation,Note piece prevent.,63.35036391529464,3.9232255175192
1252,Relaxation,Unit thought.,157.19591840709393,7.899644811306407
1253,Adventure,World.,135.8424171058952,5.228539990251208
1254,Cultural,Stop seem.,65.05870319779,1.0509531922932631
1255,Relaxation,Another base design.,173.22203048246018,6.800771206592224
1256,Adventure,Interesting field.,115.69094628578144,1.7377026851499706
1257,Adventure,School expert.,66.06171988282622,2.4882733383406013
1258,Cultural,Whole.,59.767217550050844,7.810397495578341
1259,Adventure,Series list agent.,84.11189604446709,3.8554780165520324
1260,Adventure,Reason sit answer.,177.9559274325644,5.447809806565067
1261,Relaxation,When small.,78.2457440748585,6.33683000540032
1262,Cultural,Bed room.,150.49744535619618,2.288222744998887
1263,Culinary,Hot within.,133.37841218403773,6.3657381309013905
1264,Cultural,Economic majority.,185.96308649011615,6.599305396466495
1265,Adventure,Point special figure.,112.9846817318635,2.4138087250810987
1266,Adventure,Administration career we.,108.45141825016009,6.452865360116668
1267,Relaxation,Employee.,140.53742848811657,3.622726118299921
1268,Relaxation,Recognize year test.,135.4330318357397,1.4414581374336954
1269,Culinary,Ago writer million.,187.7761158027073,7.993422396651922
1270,Culinary,Out through.,171.00351879258443,5.546991785153433
1271,Relaxation,Would whole thousand.,174.45751987514774,1.7052895708841782
1272,Cultural,Little score while.,147.40107233314052,6.614235613003612
1273,Relaxation,Yet want.,83.88251370177314,2.5039783478548463
1274,Relaxation,Defense letter change enter.,115.70286302349552,2.788527194122081
1275,Adventure,State camera.,107.32843177215494,7.758148167134731
1276,Adventure,However shake if full.,137.67984371134122,5.7970944041324
1277,Relaxation,Alone character room.,98.62394715984792,3.6137100548516266
1278,Relaxation,Democrat north network often.,70.3531622782537,3.689463714021361
1279,Culinary,Whose the president.,164.1740155126751,4.855638206558632
1280,Culinary,Experience town prepare catch.,88.80349475420698,3.1941076353703424
1281,Culinary,Behind course suggest.,95.26869524348683,1.2783140920831575
1282,Relaxation,Military usually.,165.6376554806398,4.193871722876727
1283,Adventure,Pay.,102.89074875680214,3.586388270514364
1284,Relaxation,Economic worker your.,60.503948717907114,5.2020118980805945
1285,Adventure,Painting at.,180.9965163476112,2.6245647111911232
1286,Relaxation,Final director.,156.4132688300844,5.273865719262626
1287,Adventure,Young career.,85.48182867656115,3.2422751286940485
1288,Adventure,Whose to floor.,131.31016432579338,5.005947744864175
1289,Relaxation,Attention foreign market glass.,137.15154419823705,1.7300076900132542
1290,Adventure,Until structure moment.,154.9637709729114,3.9879756185492417
1291,Cultural,Military effort.,63.059776680703806,3.0870967671913463
1292,Adventure,Challenge game.,129.9851356878671,2.1150039410341677
1293,Adventure,Public bank floor.,172.25890205738085,1.5194164817460174
1294,Cultural,Still.,158.2826211305421,4.614591658503743
1295,Adventure,Direction writer age.,187.27759760081415,7.4383726995086334
1296,Cultural,Difference right although.,181.8992578038573,7.985208822921069
1297,Adventure,Another view former.,159.44928902573332,4.401235478093667
1298,Relaxation,Institution age loss.,141.09159192577775,5.801458442264661
1299,Adventure,Whatever million.,123.75425444918108,6.795808445701181
1300,Culinary,Own single.,117.6682120336476,1.9147022959717916
1301,Cultural,Ahead my.,172.84880247981275,1.1483836871198605
1302,Relaxation,Throw other.,129.40129907783268,2.330025245354124
1303,Relaxation,Treatment daughter respond.,65.02745239897563,3.5880705344779886
1304,Cultural,Put Mr everything.,165.41339689391748,3.6778274971640315
1305,Relaxation,Mouth station nothing.,99.93413656430629,2.0750059381077888
1306,Culinary,House.,67.44001090931152,5.719719392573285
1307,Culinary,Realize reduce relate.,186.32803320578287,1.6841726936291401
1308,Culinary,Across produce.,68.35823830319173,1.6213303649564308
1309,Adventure,Involve town industry deep.,67.87015809174854,2.678284014088337
1310,Relaxation,Visit management.,151.1174658685252,4.736969573035529
1311,Adventure,Product thought.,91.8102222926016,7.467589182220985
1312,Relaxation,Behavior professional.,109.27107247686183,3.4059017632180626
1313,Cultural,Which.,99.7131685732246,3.1714398427146158
1314,Adventure,Those until already.,75.5302352462216,7.995361913010681
1315,Culinary,Cause good.,94.7506516785359,3.5301533098549367
1316,Cultural,Degree decade contain.,138.84019352279984,4.526836972430079
1317,Culinary,Fly national parent.,168.6667725528097,6.597518865773711
1318,Cultural,Address red practice sister.,191.09913624180138,2.626633342297832
1319,Adventure,Dark.,116.86372230319209,5.164478488391734
1320,Culinary,Above statement national.,68.2752499402509,2.3996037545447177
1321,Adventure,Never rise.,191.50619967174237,6.055853740474069
1322,Adventure,Write.,124.0874603436657,2.778928831387657
1323,Relaxation,Picture real hand.,134.2218353244961,4.110719608886681
1324,Adventure,Step entire.,74.00493216263482,7.749487330135649
1325,Adventure,Country firm.,99.67774643052027,3.9455144885714852
1326,Adventure,Nice case meeting light.,120.51413712784831,4.47097881833192
1327,Relaxation,Main main.,159.23808589855423,5.464707219625301
1328,Cultural,Recognize international bed.,182.25916389047848,6.34475625852119
1329,Adventure,Affect require.,157.0903389735896,1.241656168366984
1330,Cultural,Arrive old quickly.,131.47935496675808,7.869654085708911
1331,Relaxation,Officer second wear.,192.7691770515394,5.580499120384895
1332,Culinary,Onto finish.,164.43301020783423,5.8383027732920505
1333,Culinary,Buy practice.,73.73932588006859,1.7785033871456486
1334,Culinary,Table rest join.,53.61028705441634,6.649279422922062
1335,Culinary,Push action past.,51.638349244611604,2.617472199737149
1336,Culinary,Tough quite.,93.85831684076999,2.861751991841844
1337,Culinary,Result.,98.99141308499256,1.3951057622509224
1338,Culinary,System lot.,69.917798926654,4.834414869962321
1339,Cultural,Most near us model.,81.33208576925378,5.205931152574656
1340,Adventure,Position single.,182.55895962165627,4.164491699858535
1341,Adventure,Dark race.,109.06610383382468,4.923252326785882
1342,Cultural,Think natural.,54.68574121929369,7.037264214639149
1343,Culinary,Friend matter also.,80.80716315965047,3.624899107724173
1344,Adventure,Assume any.,115.42667554486299,3.4639475267887683
1345,Adventure,East forward.,158.33103626416147,6.459733868528523
1346,Adventure,Stage high.,176.83345265810817,6.237466908805295
1347,Relaxation,Natural treat without.,118.58686966044564,6.91214825372889
1348,Cultural,On change floor.,82.61842500712092,4.754934981107823
1349,Cultural,Street small experience.,100.31343496056094,2.4426777991821726
1350,Adventure,Cultural majority.,140.5845685156042,5.548516541836191
1351,Culinary,Decade.,161.89018645693486,5.28708550522199
1352,Culinary,My deep soon.,146.0112651627138,5.462840911992882
1353,Adventure,Just body among.,120.87681786380251,6.837928462067956
1354,Relaxation,Such forward.,77.81247868347552,4.8732032962383585
1355,Relaxation,Protect rather.,56.41936558690883,3.8454494076345336
1356,Cultural,Senior against term.,111.38171403352999,7.802326816532651
1357,Culinary,Main myself candidate.,69.60902549401693,7.192517913036071
1358,Adventure,Serve art admit.,178.96695208801194,2.3681339149346714
1359,Culinary,Prevent write return.,86.32877361820576,6.851410838260959
1360,Culinary,Senior language.,155.3826551501528,7.1569781760429425
1361,Adventure,American marriage war.,126.2956661765899,1.383199847965059
1362,Cultural,Get by clearly.,162.02924801225996,3.074406796203309
1363,Culinary,Accept who medical.,100.73669978935354,4.41290297023132
1364,Cultural,Use.,120.54539589116364,2.981439002591709
1365,Adventure,Sit century up hundred.,192.7331030788956,7.809630423956503
1366,Culinary,Direction.,65.71439896802639,7.562715434629757
1367,Culinary,Meet page do.,104.04249862942856,1.1001399974320327
1368,Culinary,Management hard.,163.9693017573721,5.341149685026636
1369,Cultural,Identify practice themselves.,98.21982292017731,2.710211684040839
1370,Adventure,Street activity his.,155.07030750007132,3.6244803149407403
1371,Culinary,Since tonight strong recently.,55.439653830165255,3.5422407249885595
1372,Adventure,While difference gun.,79.04857281051379,2.6441631050398193
1373,Culinary,City.,72.05504368454602,5.364021254731303
1374,Adventure,Business sport bill.,98.54590969257484,5.317366630903718
1375,Culinary,I including administration suffer.,68.62514353002791,3.7836907079489457
1376,Relaxation,Serve near thus.,109.67573487413397,7.388745389203295
1377,Adventure,Once.,116.73789170126808,1.6041508728081748
1378,Culinary,Give.,55.1333929025748,7.865888253834388
1379,Culinary,Single exactly study.,78.84150053721102,5.261833554382587
1380,Adventure,Not.,139.82100583999386,3.22122900774201
1381,Culinary,Young building.,53.248126308240764,6.795671407384616
1382,Culinary,Threat agent.,57.62409417527512,5.590902708107204
1383,Relaxation,Clear specific.,184.1233550863147,1.3620819417555199
1384,Relaxation,Moment opportunity big.,136.62797240172858,1.4198386606380582
1385,Cultural,Movement cup soon production.,193.6409759020107,3.2036721064894897
1386,Cultural,Policy much.,193.8006928558109,5.830034213589276
1387,Culinary,Seven wind in.,112.85030056366881,5.856212790951479
1388,Relaxation,Discussion body.,53.95151130442446,5.699857807837067
1389,Cultural,Movement old question.,167.35520102179206,3.4986514332929897
1390,Culinary,Situation thing wonder plan.,123.32065538510759,7.906332239627979
1391,Culinary,War head listen return.,168.3368313199506,6.985199219049012
1392,Relaxation,There yard.,64.61371579482305,6.491564715826403
1393,Culinary,Reality success.,67.54269726065863,7.890092035681222
1394,Relaxation,Democrat describe.,124.50118559624957,4.2040279715329
1395,Cultural,Eight born bank woman.,54.469958662815834,7.5267101478532465
1396,Cultural,Return.,159.21942309418148,1.8612230176653117
1397,Cultural,From meet would.,139.0269629525027,3.331544488774025
1398,Cultural,Tend boy.,143.6557091918969,3.598406479553745
1399,Adventure,Table figure American.,66.79609182012271,5.127633258899934
1400,Culinary,Assume practice require.,181.51631275675385,1.0059901192460452
1401,Cultural,Dream free style.,90.94030822464062,3.3046001625705688
1402,Relaxation,Song guy.,84.73184701307396,4.080848790769625
1403,Culinary,Someone our maybe.,121.18754897815468,5.195096391182794
1404,Culinary,Poor coach.,113.06879814577871,1.7246506919560791
1405,Relaxation,Husband religious.,51.130554640899135,2.0711338637303367
1406,Adventure,Whatever including.,81.26677386782211,2.3385671612919605
1407,Culinary,Type.,83.16228025538152,6.500341300315437
1408,Culinary,Far table.,174.24258551904063,1.4553911138537456
1409,Culinary,Think garden senior.,91.65776618779347,5.195187020606307
1410,Cultural,Million recent.,155.13883712337804,3.854983360315086
1411,Adventure,Son enter truth.,88.89410775403928,1.3311693826171371
1412,Culinary,Attention else step.,188.86077339269647,6.446441446767589
1413,Cultural,Somebody election detail.,51.94862401864458,5.24326024570637
1414,Cultural,Send yes claim always.,171.21817773665103,6.053581568608019
1415,Cultural,Teach back it.,101.20672734870325,6.778731398292186
1416,Culinary,Check.,101.30129131937625,3.776226734890966
1417,Relaxation,This common.,191.72838506447246,3.172696252761555
1418,Relaxation,Seem.,198.13033649122244,6.407746136994234
1419,Relaxation,Really material speech lead.,52.857136131545815,4.840592193522534
1420,Cultural,Out tough.,155.5446481460042,6.910256482923411
1421,Culinary,Here draw lawyer.,80.07851636532229,3.6429656559974495
1422,Culinary,Attack receive keep.,190.74130942505607,7.547312890244485
1423,Adventure,Both.,152.98382283862327,2.6187416698802672
1424,Relaxation,Officer some beat.,135.3777756745141,1.5559751770587833
1425,Culinary,Look minute bank.,123.46181969980128,3.5694069557644146
1426,Cultural,Nature old.,198.71698517906418,2.943180989058979
1427,Culinary,Clearly this food.,77.26628173486,4.3648215613213255
1428,Adventure,Fact small.,113.78816289618865,1.692576803592933
1429,Cultural,Real way less.,143.91776912307995,1.0538502533066831
1430,Adventure,Believe book.,83.19100001164787,6.866304000138754
1431,Adventure,Itself much.,73.44293375118585,1.3557999882340555
1432,Adventure,Activity issue staff.,145.91893632323246,3.526423503922071
1433,Culinary,Others join short.,76.88294838729539,7.445581344611468
1434,Culinary,Structure million actually.,89.52566163274255,6.941653550230498
1435,Adventure,Life head exist.,132.23517926048493,1.230154526737512
1436,Cultural,Just shake television.,62.57651948739264,2.7123720078012292
1437,Relaxation,In candidate.,73.2498570491339,4.003174376793785
1438,Adventure,Animal enjoy several.,100.62877110011094,3.5254989335230795
1439,Adventure,Ahead natural local.,165.7247920244434,6.831428623081209
1440,Cultural,Really test.,162.18157708453148,6.063541487188241
1441,Culinary,Lead she future.,199.8568421373953,2.602309502368274
1442,Culinary,Expert garden.,86.88906748272657,6.0114461983589065
1443,Adventure,Policy Republican manager.,86.95673434779626,7.828420411597628
